Datetime,NVDA_price,NVDA_vol,TSM_price,TSM_vol,AMD_price,AMD_vol,INTC_price,INTC_vol,ASML_price,ASML_vol
2026-02-18 14:30:00+00:00,188.70247237258272,3846715.9990828116,364.32275898730154,377646.9998160127,197.60231407766128,960279.0001687836,45.11508871943369,2369369.999987346,1428.5291029229095,40521.99996393098
2026-02-18 14:31:00+00:00,188.50937081885135,997105.0011200873,364.5857405817355,33341.99690563789,198.83082556982768,169714.00105394944,45.02465743585805,673834.0008881341,1436.0798183316583,3779.9976643620566
2026-02-18 14:32:00+00:00,187.62033988498231,820611.001696863,365.7107825888011,37247.00241169972,198.52617117225773,160439.00219302115,45.33151903736947,576004.998622596,1436.5978284700657,1717.9983598699055
2026-02-18 14:33:00+00:00,188.18219473697792,568408.0006206975,365.55819132426655,23695.000107925163,198.24870395515583,206502.00298981197,45.225806016200764,321634.99994681886,1433.9705508237064,4256.999430255179
2026-02-18 14:34:00+00:00,188.03726228031204,593164.0041591348,364.448640483229,21476.00266240569,196.9996743652954,160428.99742659542,45.130960752318174,293532.9984684118,1432.8027822500767,2264.00137314962
2026-02-18 14:35:00+00:00,188.23918622422266,614614.0010112127,365.3572208382609,27566.002259961933,195.76173161948904,327041.0008482501,45.16866821460876,300710.9967687457,1437.0209401714203,3711.0029905480865
2026-02-18 14:36:00+00:00,187.99961320952156,535143.0009844858,364.24858317292296,24817.997801347483,195.66138553351567,203888.00210640908,44.94282207756669,412126.99970016646,1432.9000288431675,3422.997972190851
2026-02-18 14:37:00+00:00,187.63753437458286,521662.0018320989,363.3401765487794,47148.995088038835,195.28799292069544,231350.0011464475,44.990870203236426,282238.00405665464,1433.539777869422,3683.001809922993
2026-02-18 14:38:00+00:00,188.2299161162934,566790.0060588407,364.8968513174674,25070.004098404246,196.29745942377218,214958.00071449773,45.29042669821548,375119.998191183,1439.999377699274,4803.99902378811
2026-02-18 14:39:00+00:00,187.75567887883602,550998.0028067783,364.75129118729456,21195.00331558514,196.06662530727596,142290.99938752543,45.247130246727295,251976.00137043142,1439.5705477122767,2295.99847735697
2026-02-18 14:40:00+00:00,187.47563163520314,529072.9995139848,364.1722345696363,18335.00095417699,195.6975581367859,128247.99974674589,45.28994775462025,188876.99681166597,1436.9992795200542,1931.998360915599
2026-02-18 14:41:00+00:00,187.70931399135586,520286.9990265901,364.53041672096606,23650.996317479243,196.3607125888917,289284.0040953527,45.56487859981347,323881.0009950753,1439.268782690268,3688.0048553276956
2026-02-18 14:42:00+00:00,188.25922087855312,513846.99917250645,364.7232574580104,12762.001137792438,195.89440370941153,186607.99851157627,45.641179578093926,272963.99940320326,1441.711508805861,4780.002561418781
2026-02-18 14:43:00+00:00,188.57640945538836,562113.9992473199,364.80372527434764,15543.998790007654,196.37953828646002,210586.00412698736,45.763030792455346,348370.0001297073,1439.4008751762601,2886.9994490513236
2026-02-18 14:44:00+00:00,188.3625124198169,584906.9960322292,364.4319122269944,23362.002466055943,196.86007277236178,204152.9992433138,45.69891480071158,224904.0010437987,1438.0057144964683,4353.002785432876
2026-02-18 14:45:00+00:00,188.37257223647438,501156.00064649567,363.9432249049933,42183.003212523865,197.31523265074773,168707.9995240629,45.698843405728624,253350.0016239719,1439.317019024705,3319.003402212578
2026-02-18 14:46:00+00:00,188.50668388233274,431413.9961432091,364.1589023203565,16154.00390653502,197.4740425970184,129597.99969724943,45.64822886053829,319220.9945023739,1441.2302503537896,2855.001741797926
2026-02-18 14:47:00+00:00,188.77380543510333,634393.0006995269,364.70716258023094,17828.998297714817,197.67008699182364,127855.00163037362,45.60818778641108,167214.99814090613,1441.9114605986194,3027.999282542307
2026-02-18 14:48:00+00:00,188.49858519283012,609324.0011578694,363.79918413148164,22971.003121172816,196.76004449712414,167664.99766883405,45.57869785206332,210545.00455480893,1439.1870720462177,3324.9987982381426
2026-02-18 14:49:00+00:00,188.22997788773873,434180.00268860225,363.50817559877885,16389.99969847905,197.03054747773936,99214.00093544532,45.620972116272604,171018.9981829594,1437.480433422212,2181.000491419786
2026-02-18 14:50:00+00:00,188.12557559721566,287890.00147813384,363.6343801593447,16265.000266677916,197.27109033569252,110321.00143685956,45.77313045709578,383116.99964010675,1438.6917964871777,2507.995877414918
2026-02-18 14:51:00+00:00,187.91910600913133,410091.9999128511,363.60053460289066,19975.001055254434,198.15768296015835,179982.9989359268,45.67952856565839,195796.99946620615,1439.3669726585724,1992.0000892790006
2026-02-18 14:52:00+00:00,187.97889663751621,273623.00148488645,364.51767364931356,19830.999889585863,198.76838858125768,2077572.0030459377,45.7061831186817,127244.9994055947,1440.5212620168013,1016.9990997816747
2026-02-18 14:53:00+00:00,187.9084803693261,363112.99967661087,364.08568348968873,13307.997480857832,198.6965039336767,0.0022110991758895492,45.739591399934916,146473.00170474965,1440.2750362256759,1389.002276994351
2026-02-18 14:54:00+00:00,188.12897549097877,368337.9993794444,364.50967497603745,10145.99853197414,198.75043597669193,160265.9984386335,45.95284673859966,293213.00015777134,1442.8509894817287,1683.003658878689
2026-02-18 14:55:00+00:00,188.07053884967274,235476.0027833213,364.4960322741296,11439.999278144684,198.64799442109313,97414.9958713622,45.909099558256194,163667.00014657198,1442.548347992646,1802.9999125281306
2026-02-18 14:56:00+00:00,188.36345924159164,331669.9990198763,365.0046114015565,15987.997703593164,199.08558497942124,156353.00319865937,46.09647027269862,285875.99935841956,1442.3854441476842,1418.0001225723354
2026-02-18 14:57:00+00:00,188.43679213467803,319476.0056146843,365.17103692280375,22086.00041363671,198.69809054101148,189093.99861493774,46.18139156675739,218117.99880940956,1442.6090284471456,1951.0023329366277
2026-02-18 14:58:00+00:00,188.69481879575193,479006.99764006166,366.0179779707677,58747.99889982899,198.6595107046779,116279.00010160945,46.17594282324248,200331.00085751901,1444.06029791534,4245.000556091006
2026-02-18 14:59:00+00:00,188.75494877472607,396436.9961863934,365.721656955113,34007.999641926464,198.1938865825251,124026.00093315938,46.103887850382435,224722.9980740034,1444.5717394940605,2654.9997021930244
2026-02-18 15:00:00+00:00,189.04928239023823,545944.0021749395,366.0913691038897,22487.000838524393,197.9448841289599,122268.99575782265,45.97535686164125,193141.99791777055,1444.5801275521246,3769.997170794255
2026-02-18 15:01:00+00:00,189.06271677736277,362224.99719895894,366.52160884251543,29957.001059779916,197.81397568240837,131301.99867734275,46.04106717395004,121586.99661020578,1445.0139973146822,4422.996751186432
2026-02-18 15:02:00+00:00,189.14803986356287,388064.9989954587,366.27967203360237,35490.000204667056,197.8975085277806,147453.0003963778,46.22005634772639,218028.99952098142,1447.0291142594465,4769.998658195788
2026-02-18 15:03:00+00:00,189.20714612215133,520994.0026964424,366.08667558875516,20238.998129277807,198.23742038374073,144475.99963293312,46.178390231116396,240508.99865297967,1448.5198836611514,4143.998319852534
2026-02-18 15:04:00+00:00,189.69415047674644,555279.9986567539,366.4401929245046,23676.00104926528,198.74873191236415,150921.0003615378,46.39296804441315,185490.9989824386,1449.8289651773844,4240.9990004486535
2026-02-18 15:05:00+00:00,189.6836285058289,439764.0010115724,366.74085989843394,21439.998629427733,199.01947968543254,205964.0011055653,46.323217100042186,293921.9977317281,1451.519165891006,5838.00183158426
2026-02-18 15:06:00+00:00,189.32566945117074,499260.0045873003,366.4856699291845,26517.99983450574,198.8333319958081,144044.00089641695,46.24402377029074,187510.00029430812,1452.3749395593395,4584.998880850986
2026-02-18 15:07:00+00:00,189.47769100005078,360785.0007256696,366.2029755275518,22244.998122050158,199.49796072652396,143977.00141454244,46.2768277124869,158211.00394479747,1454.0217045868546,2527.998680398294
2026-02-18 15:08:00+00:00,189.151313314946,386419.99703111104,365.7892493488723,35859.99963260814,199.05488413709023,119431.00170599262,46.22407329955495,109394.00062635427,1452.8098713399447,5007.001086054649
2026-02-18 15:09:00+00:00,189.2453788703116,384561.00212161575,365.98582981126015,22612.004462058816,199.28896904020667,86307.00099334656,46.21194958347574,97544.99656691037,1451.480742051554,2924.00019383829
2026-02-18 15:10:00+00:00,189.31686545695962,353365.000771497,365.81363685819116,20810.002962080547,199.04017136442963,74432.9969210922,46.345352884355165,178916.99813073786,1450.276846283384,3956.0023123858246
2026-02-18 15:11:00+00:00,189.209573389751,332365.99583717564,365.98184096955157,12389.998080211937,199.2994485806297,84572.99897377972,46.36414477290706,139844.00074709122,1451.4203526535737,4153.000528942896
2026-02-18 15:12:00+00:00,189.28655127190868,286410.99638047843,366.44196571807333,15092.99936933912,199.90091391664816,130522.00347461925,46.3548426524181,146216.00522698928,1452.5220782362162,2832.000918320012
2026-02-18 15:13:00+00:00,189.31038092661947,247758.0004191488,366.4001144117094,13200.00245691439,199.81815047959626,80355.00056805315,46.39851330423195,83220.99747395473,1453.8491889509862,6106.000619907334
2026-02-18 15:14:00+00:00,189.44047946925636,277600.000646016,366.97711349962964,30060.998616346482,200.21243039537862,111808.00382056253,46.3588295173043,171582.00100265653,1453.3297948428792,1168.0018708694724
2026-02-18 15:15:00+00:00,189.62001859582128,430471.0027023099,366.9497713769607,29987.001758483217,200.5210873279555,133914.0000570267,46.51605705448152,274047.9968833843,1455.5593892878958,4878.999609342925
2026-02-18 15:16:00+00:00,189.84145686178772,475367.9989699581,367.57237526478804,46394.00170039562,201.15816741102228,156192.99581678424,46.64901805213584,292188.9966481826,1460.000018664393,9445.001893227647
2026-02-18 15:17:00+00:00,189.78589420591095,363767.9993623265,367.29792868765094,22093.994576041998,200.9985020304557,200166.0027240447,46.6452926733405,163007.9957883205,1459.5201238825503,6014.002618482499
2026-02-18 15:18:00+00:00,189.81287749253693,351276.9998119127,367.31756392984056,13501.003928757193,200.48999490302438,125137.99850272424,46.583806196709766,154334.00033869903,1457.1714105243093,2482.0014965089263
2026-02-18 15:19:00+00:00,189.87867695007643,416564.99702755903,367.4480061649303,26419.995275419795,200.11865684758354,110756.99773961685,46.55874959427715,165044.9978887713,1457.6776573350342,1492.9984260470662
2026-02-18 15:20:00+00:00,189.8957868119926,300280.99873715476,367.50020137150455,12630.997294090113,200.3094400882547,82967.00180569498,46.54478314447931,98335.99699572801,1458.721909220022,2003.0007202890313
2026-02-18 15:21:00+00:00,189.95479100036954,607090.9992885303,367.29840302604174,17746.999298343482,200.12953377376414,88103.00244859513,46.56203395125121,131700.00148735454,1458.0431834023916,1074.9985936605653
2026-02-18 15:22:00+00:00,189.93942126290824,386757.0013570244,367.34832318380813,16461.999720767526,200.53715206659774,87707.99965672892,46.616646139184745,90438.00015212466,1456.771913844881,1271.9993058812483
2026-02-18 15:23:00+00:00,190.02641334597251,346851.99529654696,367.7226891419111,55116.00261618258,200.54678697633094,76400.00065477348,46.686917662047414,261478.99694786363,1457.005432023394,2352.9992211272693
2026-02-18 15:24:00+00:00,189.89964153135145,378093.0003329647,368.21888464700726,45301.00157337971,200.25208517348565,73348.99996040003,46.53878043620245,202995.9978684215,1455.6171951721917,2131.0015725299877
2026-02-18 15:25:00+00:00,190.11102202377253,352890.9990751733,368.0702771032038,36177.00365283664,200.15105347728368,112587.00313733346,46.54379625139357,212103.00023632686,1456.5249956575062,4566.001305361812
2026-02-18 15:26:00+00:00,190.09028024125413,352567.00168430107,368.49950773783553,24174.00119024948,200.296759022532,64477.00109677444,46.58574843728588,108830.99936338895,1455.9984842447968,1469.9993173191676
2026-02-18 15:27:00+00:00,190.1751438332449,276530.9982064568,368.75780345425073,34542.99949181324,200.50231949694327,46557.997893021304,46.54004985443063,101148.99910610847,1457.5941264022147,1656.9991093478127
2026-02-18 15:28:00+00:00,189.87861333912528,289639.0009550375,368.0243401347605,31488.997946964813,200.31871325527888,67926.99941480608,46.537662086107154,84847.00193403824,1457.5701573169424,2222.001894072596
2026-02-18 15:29:00+00:00,189.77895922232236,15883704.999159006,368.18554082129947,13251.999649327554,200.19908607052008,57581.99830222917,46.54193547035393,76631.99738500846,1458.6094981111605,1653.0027062911677
2026-02-18 15:30:00+00:00,189.85929437675222,-0.00014489573520177386,367.62310052606415,28835.00148102056,199.9298407635171,85496.000155791,46.51909921825097,83816.00181389219,1458.3215872624046,2577.0002933297433
2026-02-18 15:31:00+00:00,189.81137843281806,378338.0022662969,367.3944097490665,27424.999327711248,199.53462673821974,126785.0001803809,46.46923833520957,73950.99742031797,1456.9992561175568,1457.9972923574694
2026-02-18 15:32:00+00:00,189.61223821668767,364370.003036746,367.13895702712125,29535.000407059437,199.37605382726147,65083.997438922044,46.431082201570554,102978.0001404732,1456.691695518871,1562.9992391688431
2026-02-18 15:33:00+00:00,189.44904610539882,280897.0000228174,367.1005802178253,18791.003032722932,199.30065546704986,96804.99991334595,46.42714410602066,51564.999087888435,1455.8173609466817,1206.9980460273123
2026-02-18 15:34:00+00:00,189.36111885601858,310699.00410520675,367.0878865157366,13925.996064035035,199.3732397249543,60488.99841278896,46.44819820687191,79930.9985571426,1456.2980271922215,1157.9974884043581
2026-02-18 15:35:00+00:00,189.5321842842879,315509.0018626435,367.4840615795822,23687.999645719232,199.4497495070584,78088.00329613572,46.53929712769379,120785.99960455309,1456.9990071526695,1626.9987638850596
2026-02-18 15:36:00+00:00,189.52134561726362,238885.00169423214,367.41049173261973,12160.995768720033,199.41134728750683,44720.00077558776,46.461334205200295,72657.99872749337,1457.389193041875,1536.999601875997
2026-02-18 15:37:00+00:00,189.37038922093822,235353.00148851675,367.70035060440455,21017.99919888843,199.68907891191196,86064.99960823746,46.522344573506615,86633.00074227515,1456.536507960475,1410.998886721069
2026-02-18 15:38:00+00:00,189.33653207043457,275679.9988035854,367.88058525654225,20522.99834573782,199.86625737577796,73285.9973059655,46.49972648853087,80818.0006219982,1457.002444761126,1256.9969211577495
2026-02-18 15:39:00+00:00,189.4995302936635,254669.00251288406,367.8467505487665,20262.00216065859,200.23869497366533,132535.0033055445,46.5825673430839,95167.00167854773,1457.150783751317,1038.001849792792
2026-02-18 15:40:00+00:00,189.92072547642488,440060.00170524593,368.2611785766102,18673.99814443289,200.50300096525336,89779.00058763589,46.53327903954223,142260.0011726344,1458.9236710141265,2752.9994916111536
2026-02-18 15:41:00+00:00,189.7793459880996,356949.99797490466,368.2066490901276,13363.998292640048,200.811547365577,86212.00061189634,46.48484980066716,55651.001965038995,1457.5219363477372,1806.0030699108866
2026-02-18 15:42:00+00:00,189.68630402403622,238753.99930607548,367.78564351919243,10600.002355307959,200.79121597893464,87272.00274793177,46.4120199665865,73818.99863850466,1455.718738726391,1647.9992533833943
2026-02-18 15:43:00+00:00,189.76468364800152,259892.9986610107,367.3101965244684,17354.001110058507,200.95652470786135,89693.99918016404,46.33421864131623,136812.0015500797,1456.7482550432687,2809.000190475122
2026-02-18 15:44:00+00:00,189.58252355577577,245812.99907740598,367.32931564904516,33389.000490300095,200.91994100549638,57406.99765160738,46.36026383341683,69705.99976535806,1457.1890678882683,1365.9979651392703
